CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,ENTRE CALLE ,Y CALLE,LOCALIDAD INEGI, NOMBRE LOCALIDAD,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,DIRECTOR,CODIGO POSTAL,TELEFONO,CORREO,ZONA ESCOLAR,SECTOR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,LATITUD,LONGITUD
14DJN1854M,MATUTINO,MANUEL M PONCE,CONOCIDO,0,0,185,SAN FRANCISCO,0,49,JILOTLAN DE LOS DOLORES,DULCE MARIA MIRANDA CEJA,49950,0,manuelmponce@hotmail.com,100,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.2741667,-102.9836111
14DJN1855L,MATUTINO,JOSE VASCONCELOS,ALDAMA 5,ESTHER ZUNO,JOSE GUADALUPE ZUNO,27,SANTA ELENA (SANTA ELENA DE LA CRUZ),0,99,TOLIMAN,SONIA VAZQUEZ PAULINO,49750,0,sonia_vp80@hotmail.com,122,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.5492499,-103.8732223
14DJN1858I,MATUTINO,HEROES DE LA PATRIA,CONOCIDO,0,0,9,BOCA DE TOMATLAN,0,67,PUERTO VALLARTA,DIANA ARTEAGA ARECHIGA,48292,0,dia_martin@hotmail.com,49,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.511838,-105.314235
14DJN1860X,MATUTINO,JOSE VASCONCELOS,EMILIANO ZAPATA 5,DEPORTIVO,LIMITE DE POBLACION,63,LLANO DEL ORO,0,68,VILLA PURIFICACION,ANA LILIA MADRIGAL PINEDA,48820,0,madrigal_0426@hotmail.com,66,16,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.7475,-104.77
14DJN1862V,MATUTINO,RAFAELA VILLEGAS ISLAS,PRESA TIVOLI 106,PRESA LAUREL,SAN FRANCISCO,1,GUADALAJARA,JAVIER MINA,39,GUADALAJARA,MARIA LOURDES GALAN CORTES,44790,36059894,14djn1862v@escuelas.sej.gob.mx,175,2,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6616251,-103.2797724
14DJN1863U,MATUTINO,JUAN ESCUTIA,SAN PEDRO 25,VALLARTA,COLON,1,TENAMAXTLAN,0,90,TENAMAXTLAN,ANA MONICA ESTRELLA CUMPLIDO,48570,0,paty.brambila.gonzalez@hotmail.com,114,15,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2224182,-104.1655011
14DJN1865S,MATUTINO,BENITO JUAREZ,CONOCIDO,0,0,49,UNION DE GUADALUPE,0,105,TOTOTLAN,MARIA DE JESUS GOMEZ CHAVEZ,47730,9125063,bjuarez092@hotmail.com,92,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5704999,-102.6995
14DJN1866R,MATUTINO,JEAN PIAGET,CONOCIDO,0,0,25,EPECHE CHICO (PENCHE CHICO),0,59,MAZAMITLA,MARIA GUADALUPE AGUILERA MATA,49500,0,jeanpiaget1866r@hotmail.com,53,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9389721,-103.0169167
14DJN1867Q,MATUTINO,EMILIANO ZAPATA,CONOCIDO,0,0,17,CORRAL FALSO,0,59,MAZAMITLA,GABRIELA LOPEZ DAMIAN,49500,0,florfox1@hotmail.com,116,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.8701944,-103.1229446
14DJN1868P,MATUTINO,JUAN ESCUTIA,FRANCISCO VILLA 23,EMILIANO ZAPATA,0,4,EL TEPEGUAJE,0,107,TUXCUECA,BEATRIZ ADRIANA HERNANDEZ ANAYA,49430,0,bettyboop_2806@hotmail.com,39,21,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.170139,-103.2131388
14DJN1872B,MATUTINO,AUGUSTO FEDERICO GUILLERMO FROEBEL,PROLONGACION FRANCISCO NUNO 117,JOSE MA. PINO SUAREZ,PEDRO MORENO,1,SAN JUAN DE LOS LAGOS,ESPIRITU SANTO,73,SAN JUAN DE LOS LAGOS,ANA BERTHA PAVON MORALES,47010,7255979,anapavon@live.com.mx,141,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2502748,-102.3385991
14DJN1875Z,MATUTINO,ROSAURA ZAPATA,PROLONGACION LOPEZ COTILLA 420,0,0,1,ACATIC,0,1,ACATIC,PATRICIA LEPE FRANCO,45470,0,rosaura.z14djn1875z@hotmail.com,147,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7797217,-102.9035386
14DJN1876Y,MATUTINO,ESTEFANIA CASTA†EDA,MONTE CHIMBORAZO 550,AVENIDA DE LA PAZ,INDUSTRIA,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,OLGA ALICIA OCAMPO DOMINGUEZ,47694,0,jdnestefaniacastaneda94@gmail.com,82,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8009223,-102.7586777
14DJN1877X,MATUTINO,LEONA VICARIO,PASEO DEL RIO 160,MATAMOROS,TEPEYAC,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,CARLOTA LOURDES DIAZ MARTINEZ,47600,7153042,jdnleonavicariotepa@gmail.com,82,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8066584,-102.7642759
14DJN1878W,VESPERTINO,JOSE MARIA MORELOS Y PAVON,ATEMOZTLI 1249,AXAYACATL,OPOCHTLI,1,GUADALAJARA,NUEVA ESPA†A,39,GUADALAJARA,MARTHA CECILIA CALLELA NOLASCO,44980,0,nini.pq@hotmail.com,68,1,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6164176,-103.3902887
14DJN1879V,MATUTINO,TENAMAZTLI,CASCADA,PASEO DE LA PRIMAVERA,MERCURIO,1,ZAPOPAN,ARENALES TAPATIOS,120,ZAPOPAN,LILIA OFELIA ESPINOSA VALDEZ,45066,31807161,lilo_aries@hotmail.com,185,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.635893,-103.47073
14DJN1880K,VESPERTINO,MA TRINIDAD MARTINEZ YA†EZ,CIRCUITO MALECON PONIENTE,ALVAREZ DEL CASTILLO,PROLONGACION NI†OS HEROES,1,TONALA,LA SOLEDAD INFONAVIT,101,TONALA,YADIRA GUADALUPE MARCOFF DE LA TORRE,45403,36067141,14djn1880k@escuelas.sej.gob.mx,160,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6325086,-103.2840622
14DJN1881J,VESPERTINO,RITA PEREZ DE MORENO,LOMA APAZULCO 74,LOMA APAZULCO NORTE,LOMA APAZULCO SUR,1,TONALA,LOMA DORADA,101,TONALA,INES GUADALUPE SANCHEZ SANCHEZ,45418,15916501,rita-moreno-tv@hotmail.com,134,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6311829,-103.2540908
14DJN1882I,MATUTINO,ESTEFANIA CASTA†EDA,MEMBRILLO 10,AVENIDA CENTRAL,GRAVINIA,1,TONALA,INFONAVIT RIO NILO,101,TONALA,LOURDES ANGELICA OROZCO JASSO,45400,36816548,14djn1882i@escuelas.sej.gob.mx,160,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6372964,-103.2771851
14DJN1883H,MATUTINO,PLUTARCO ELIAS CALLES,ANDADOR PEDRO SANCHEZ 3552,ANDADOR ANTONIO GASPAR,AVENIDA DEMOSTENES,1,GUADALAJARA,PLUTARCO ELIAS CALLES,39,GUADALAJARA,RUTH ANGELICA CHANES CERON,44720,15107142,plutarco128@hotmail.com,128,2,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6830828,-103.2858787
14DJN1884G,VESPERTINO,QUETZALCOATL,CONOCIDO,0,0,145,LAZARO CARDENAS,0,29,CUQUIO,GLORIA MARIA HERNANDEZ SANCHEZ,45480,0,cielo_glous@hotmail.com,94,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9437777,-103.0211943
14DJN1885F,MATUTINO,FIDENCIO ROQUE,LAUREL 515,0,0,79,EL MIRADOR (FRACCIONAMIENTO EL MIRADOR),0,118,YAHUALICA DE GONZALEZ GALLO,MARIA ARACELI RUBALCAVA RUBALCAVA,47300,0,clauja@hotmail.com,146,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.1672221,-102.871111
14DJN1886E,MATUTINO,MANUEL ACU†A,CONOCIDO,0,0,53,LA LEONERA,0,48,JESUS MARIA,LAURA PATRICIA ZARATE SEVILLA,47950,0,laurazarate65@hotmail.com,97,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5855278,-102.1501944
14DJN1887D,VESPERTINO,VICENTE SUAREZ,INDEPENDENCIA 370,RAMON SANCHEZ,MANUEL DIEGUEZ,1,ARANDAS,VIVANCO,8,ARANDAS,CARMEN AIDA SANCHEZ PEREZ,47182,0,tjrg65@hotmail.com,96,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7099436,-102.351248
14DJN1889B,VESPERTINO,AQUILES SERDAN,GONZALEZ GALLO 9,ALVARO OBREGON,J CRUZ RAMIREZ,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,OLIVIA BECERRA MARQUEZ,47600,7815580,oly89@live.com.mx,17,8,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8167146,-102.7665999
14DJN1890R,MATUTINO,AGUSTIN MELGAR,BUGAMBILIAS 186,LAUREL,ORQUIDEA,1,PUERTO VALLARTA,VILLA  LAS FLORES,67,PUERTO VALLARTA,MARIA MARGOT ELIZABET BECERRA RAMOS,48335,2091595,georgina.parra@hotmail.com,168,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6748232,-105.2471957
14DJN1891Q,MATUTINO,LAZARO CARDENAS,FRANCISCO VILLA 275,PROLONGACION SANTOS DEGOLLADO,ALDAMA,1,PUERTO VALLARTA,SANTO DOMINGO IXTAPA,67,PUERTO VALLARTA,MA. GUADALUPE ROSAS VALDEZ,48280,2812092,rosas.1212@hotmail.com,168,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7165104,-105.1964956
14DJN1892P,MATUTINO,FERNANDO MONTES DE OCA,ITALIA 901,EUTIQUIO GONZALEZ,MANUEL CORONA,1,PUERTO VALLARTA,BRISAS DEL PACIFICO,67,PUERTO VALLARTA,LORENA AGUAYO SALAZAR,48290,2995531,lorena3@hotmail.com,167,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6631808,-105.2003311
14DJN1893O,MATUTINO,LEONA VICARIO,ENCINO 776,PINO,ROBLE,1,PUERTO VALLARTA,ARBOLEDAS,67,PUERTO VALLARTA,LILIA EDITH FELIX GALAVIZ,48315,2994286,lily_leonavicario@hotmail.com,101,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6595584,-105.2261226
14DJN1894N,MATUTINO,INDEPENDENCIA,AGUSTIN MELGAR 631,JOSE DE LOS REYES,JUAN DE LA BARRERA,1,PUERTO VALLARTA,INDEPENDENCIA,67,PUERTO VALLARTA,LIBRADA FLORES ALDACO,48327,2937586,libis.flores@hotmail.com,166,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6405412,-105.2081757
14DJN1895M,MATUTINO,CARMEN PALAFOX ORNELAS,GLADIOLA,ROSA,ORQUIDEA,1,PUERTO VALLARTA,LA FLORESTA,67,PUERTO VALLARTA,MARIA ISABEL AQUINO MACIAS,48290,2992901,marisabel_racso94@hotmail.com,150,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.665959,-105.2221833
14DJN1896L,MATUTINO,AGUSTIN MELGAR,MOCTEZUMA,0,0,1,LA MANZANILLA DE LA PAZ,EL CHIFLON,57,LA MANZANILLA DE LA PAZ,ROCIO MATA BAEZA,49460,4350199,chio007_9@hotmail.com,53,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.0019654,-103.1573219
14DJN1897K,MATUTINO,ATZIN,CONOCIDO,0,0,206,LA PLAYA,0,31,CHIMALTITAN,ANA ISABEL WEATHERFORD DEL REAL,46300,0,weather_ana@hotmail.es,50,20,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.8235832,-103.7891945
14DJN1899I,MATUTINO,XOCHIPILLI,CONOCIDO,0,0,139,NOSTIC,0,61,MEZQUITIC,ALICIA ERIKA SALAS LIMAS,46050,0,meipe_aesalas_al@hotmail.com,51,20,24,FEDERALIZADO,PREESCOLAR,GENERAL,22.3199167,-103.7365278
14DJN1900H,MATUTINO,XOCHICALLI,REFORMA,PROLONGACION VICTORIA,INDEPENDENCIA,1,HUEJUQUILLA EL ALTO,0,42,HUEJUQUILLA EL ALTO,AURORA GONZALEZ BUENO,46000,0,gorina_glez_hueju@live.com.mx,51,20,24,FEDERALIZADO,PREESCOLAR,GENERAL,22.6219515,-103.9010739
14DJN1902F,MATUTINO,FRANCISCO I MADERO,OTILIA TOSTADO 284,0,0,1,VILLA HIDALGO,0,116,VILLA HIDALGO,MA. DE JESUS LARIS ORNELAS,47250,9683452,14djn1902f@escuelas.sej.gob.mx,140,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.6853221,-102.591905
14DJN1903E,MATUTINO,MARGARITA MAZA DE JUAREZ,CONOCIDO,0,0,33,CERRO DE LOS GREGORIOS,0,91,TEOCALTICHE,AMPARO VAZQUEZ DE PAZ,47200,0,amparito_sirenita@hotmail.com,61,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.4072498,-102.5615834
14DJN1904D,MATUTINO,AGUSTIN YA†EZ,HELIODORO HERNANDEZ LOZA,FRANCISCO SILVA ROMERO,ALBERTO JUAREZ BLANCO,204,INFONAVIT MILPILLAS,0,13,ATOTONILCO EL ALTO,SOFIA CURIEL BELTRAN,47750,0,yanezagustin@live.com.mx,144,7,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5252223,-102.5312499
14DJN1905C,MATUTINO,FRANCISCO VILLA,DOM CON,0,0,1,ZAPOTILTIC,COLINDE,121,ZAPOTILTIC,AMERICA CONTRERAS ALCAZAR,49603,0,adrianafabiana11@hotmail.com,77,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6310171,-103.4112008
14DJN1906B,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,AGUILA 22,JILGUERO,JUAN JOSE ARREOLA,1,ZAPOTILTIC,PROVIPOSA,121,ZAPOTILTIC,EVANGELINA MORENO CARDENAS,49600,4142065,evanky2008@hotmail.com,77,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6198717,-103.4204537
14DJN1907A,MATUTINO,LAZARO CARDENAS DEL RIO,CONOCIDO,0,0,227,RANCHO NUEVO (EL MURCIELAGO),0,49,JILOTLAN DE LOS DOLORES,ERENDIRA SEPULVEDA VALDOVINOS,49950,0,preescolar100@hotmail.com,100,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.3097222,-102.705
14DJN1909Z,VESPERTINO,TENAMAZTLI,CASCADA,PASEO DE LA PRIMAVERA,MERCURIO,1,ZAPOPAN,ARENALES TAPATIOS,120,ZAPOPAN,IRMA ANDRES VELAZQUEZ,45066,17327400,cuantojoca@yahoo.com.mx,185,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.635893,-103.47073
14DJN1910O,VESPERTINO,CITLALLI,SANTA LAURA 177,SANTA ANA,AV LAS TORRES,1,ZAPOPAN,SANTA MARGARITA,120,ZAPOPAN,MARIA DE LOURDES PE†A QUINTERO,45140,36563843,aurelia.bonita@hotmail.com,191,3,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7256584,-103.4119115
14DJN1911N,MATUTINO,MARIANO AZUELA,FRESNO 44,LOPEZ MATEOS,CEDRO,1,EL SALTO,INFONAVIT LA MESA,70,EL SALTO,KARLA CECILIA JIMENEZ MONTES,45680,37322874,naeth8a@hotmail.com,201,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5250174,-103.174254
14DJN1912M,VESPERTINO,JOSE MA MORELOS Y PAVON,BATALLA DE PUEBLA 174,BATALLA DE TORREON,JUAN ESCUTIA,1,TONALA,20 DE NOVIEMBRE,101,TONALA,LUCIA COVARRUBIAS RAMIREZ,45400,0,lupitayalagar@hotmail.com,130,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6503599,-103.26582
14DJN1913L,VESPERTINO,BENITO JUAREZ,LIBERTAD 253,JALISCO,PLAN DE GUADALUPE,1,EL SALTO,0,70,EL SALTO,KENIA ELIZABETH CERVANTES BRAVO,45680,17314336,nairobikisai1@hotmail.com,201,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.51616,-103.1838468
14DJN1914K,MATUTINO,RAFAEL RAMIREZ,LOMA ALTA,CAMINO REAL,LOMA HONDA,1,TONALA,LOMA BONITA,101,TONALA,GRACIELA DELGADILLO GUZMAN,45400,36022635,gdelgadillog@hotmail.com,130,22,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.652395,-103.2548331
14DJN1916I,MATUTINO,SOR JUANA INES DE LA CRUZ,INES MEZA,EMILIANO ZAPATA,JUAREZ,1,PUERTO VALLARTA,LOMA BONITA,67,PUERTO VALLARTA,ANA VERONICA MORENO LOPEZ,48290,2990480,veronikamorlop@hotmail.com,150,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6650329,-105.2130295
14DJN1917H,MATUTINO,FRANCISCO MEDINA ASCENCIO,FELIPE ANGELES 540,TUCAN,FAISAN,1,PUERTO VALLARTA,PASO ANCHO,67,PUERTO VALLARTA,XOCHITL ONICA SALVATIERRA RODRIGUEZ,48373,0,onica_77@hotmail.com,49,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5962834,-105.2202781
14DJN1918G,VESPERTINO,MIGUEL HIDALGO,BENEMERITO DE LAS AMERICAS,MELCHOR OCAMPO,MARIANO ESCOBEDO,1,PUERTO VALLARTA,VALENTIN GOMEZ FARIAS,67,PUERTO VALLARTA,JULIA RUIZ CEJA,48320,2937397,julietana_66@hotmail.com,166,18,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.630363,-105.221391
14DJN1919F,VESPERTINO,JUAN ESCUTIA,DEL OBRERO 23,1 DE MAYO,PRIVADA DEL OBRERO,2,BELLAVISTA,0,2,ACATLAN DE JUAREZ,CARMEN DEL ROCIO RODRIGUEZ DE LA O,45720,0,carmendelao@live.com.mx,8,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4343202,-103.6355959
14DJN1920V,VESPERTINO,GUADALAJARA,PERIFERICO SUR 21,FLORESTA,SAN ANTONIO,1,ZAPOPAN,EL BRISE†O,120,ZAPOPAN,MARIA JOSEFINA FREGOSO PEREZ,45236,0,fregoso1911@hotmail.com,183,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6264948,-103.4346763
14DJN1921U,MATUTINO,CUAUHTEMOC,FRESNO 2656,MIGUEL ALEMAN,JARDIN,1,ZAPOPAN,PALMIRA,120,ZAPOPAN,MELANY ALTAIRA TREJO MARQUEZ,45090,0,lluvitagomez@hotmail.com,127,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5900401,-103.4220109
14DJN1922T,VESPERTINO,MARGARITA MEDINA ZERME†O,ABEDUL 1438,GALEANA,PROLONGACION AV TEPEYAC,1,ZAPOPAN,PARAISOS DEL COLLI,120,ZAPOPAN,EDITH MARQUEZ RAMIRES,45069,31806310,turquesa35@hotmail.com,188,4,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6512362,-103.4476906
14DJN1923S,VESPERTINO,CARMEN TORRES VELIZ,INDEPENDENCIA NORTE 205 A,PRIVADA INDEPENDENCIA,ALDAMA,1,JOCOTEPEC,0,50,JOCOTEPEC,MARIA SARA ALICIA LOPEZ MACIAS,45800,7630801,sarita1lopez@hotmail.com,74,21,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2905448,-103.4323772
14DJN1924R,MATUTINO,MARIA MONTESSORI,SAUCILLO 1,0,0,112,EL SAUCILLO DE PRIMAVERA,0,109,UNION DE SAN ANTONIO,MARTHA CECILIA VAZQUEZ SALAZAR,47570,0,cecilia_vazquez30@hotmail.com,142,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2029723,-101.7954168
14DJN1925Q,VESPERTINO,YOLOXOCHITL,ACUEDUCTO 200,SAN JOSE,0,1,LAGOS DE MORENO,DE SAN MIGUEL,53,LAGOS DE MORENO,MARTHA ELENA GONZALEZ SANCHEZ,47420,0,marthis_elenagonz@hotmail.com,12,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3705651,-101.932215
14DJN1926P,VESPERTINO,GABRIELA MISTRAL,PROLONGACION BRASIL 1,ITALIA,ALEMANIA,1,SAN JUAN DE LOS LAGOS,LA MARTINICA,73,SAN JUAN DE LOS LAGOS,OFELIA GONZALEZ MONTOYA,47000,7258122,pellagonzalez@hotmail.com,84,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2523175,-102.3345376
14DJN1927O,VESPERTINO,FRIDA KAHLO CALDERON,PROLONGACION FRANCISCO NUNO 117,JOSE MA. PINO SUAREZ,PEDRO MORENO,1,SAN JUAN DE LOS LAGOS,ESPIRITU SANTO,73,SAN JUAN DE LOS LAGOS,HILARIA GARCIA VILLALOBOS,47010,0,lalisvillalobos@hotmail.com,141,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2502748,-102.3385991
14DJN1928N,MATUTINO,RITA PEREZ DE MORENO,SERVICIOS 2,PROLONGACION VICENTE GUERRERO,URBANIZACION,1,SAN JUAN DE LOS LAGOS,CLUB DE LEONES,73,SAN JUAN DE LOS LAGOS,MA. GUADALUPE SOLEDAD,47090,7257043,senderosublime_05@hotmail.com,141,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.2409427,-102.3314972
14DJN5167Y,MATUTINO,20 DE NOVIEMBRE,CONOCIDO,0,0,58,HALCONERO DE ARRIBA,0,73,SAN JUAN DE LOS LAGOS,LUZ ELENA SALDA†A MU†OZ,47000,0,luci188@live.com.mx,141,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3747501,-102.4404166
14DJN5171K,MATUTINO,VILLA VIEJA,JARDINES DE LA CRUZ,0,0,139,VILLA VIEJA (EX-HACIENDA VILLA VIEJA),0,68,VILLA PURIFICACION,ADRIANA CASTA†EDA MICHEL,48800,0,preescolar_villavieja@hotmail.com,66,16,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6622104,-104.6723341
14DJN5176F,MATUTINO,LA ATALAYA,INDEPENDENCIA NORTE,0,0,10,LA ATALAYA,0,68,VILLA PURIFICACION,MAYRA YANET SOLTERO LEAL,48830,0,mayra_yanet2012@hotmail.com,66,16,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.8838889,-104.7080556
14DJN5177E,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,0,0,338,CRUCERO DEL AVAL,0,100,TOMATLAN,LAURA QUI†ONEZ ANGUIANO,48450,0,laura_198954@hotmail.com,910,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.1036111,-105.3072222
14DJN5178D,MATUTINO,LLANO DEL HIGO,CONOCIDO,0,0,146,LLANO DEL HIGO,0,68,VILLA PURIFICACION,ALONDRA CRUZ ANACLETO VENTURA,48800,0,preescolar_villavieja@hotmail.com,66,16,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.743139,-104.8779724
14DJN5181R,MATUTINO,GABRIELA MISTRAL,CONOCIDO,0,0,62,QUIMIXTO,0,20,CABO CORRIENTES,HERMELINDA VALDEZ HERNANDEZ,48400,0,maria-garcia@jsector.sej.gob.mx,907,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5026943,-105.367889
14DJN5182Q,MATUTINO,LOS INGENIOS,CONOCIDO,0,0,133,LOS INGENIOS,0,22,CIHUATLAN,CINTHYA ANAHI QUILES VELASCO,48898,0,cinthia8211@hotmail.com,93,16,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.2991667,-104.7671111
14DJN5191Y,MATUTINO,ESTEFANIA CASTA†EDA,CONOCIDO,0,0,261,PRESA CAJON DE PE†A (LA PRESA),0,100,TOMATLAN,DULCE MARIA ASUNCION CRUZ CASTILLON,48450,0,dulcemary.80@gmail.com,910,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.0041945,-105.1416665
14DJN5193W,MATUTINO,21 DE MARZO,PRIMAVERA 1,0,0,75,EL COLUMPIO,0,20,CABO CORRIENTES,ALMA ASSENET RODRIGUEZ CASTILLON,48400,0,alascaron_100000@hotmail.com,910,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3985832,-105.3105278
14DJN5196T,MATUTINO,AGUSTIN MELGAR,CONOCIDO,0,0,28,CUACUALA,0,29,CUQUIO,ANGELINA BELTRAN ROJO,45480,0,cuca_satelite_23@hotmail.com,906,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9532499,-103.0777777
14DJN5197S,MATUTINO,XOCHIL,CONOCIDO,0,0,141,LAS TRANCAS,0,45,IXTLAHUACAN DEL RIO,CATALINA MORA VELIZ,45260,0,kathy_deijoe@hotmail.com,906,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7848056,-103.2606945
14DJN5200P,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,0,0,33,EL CHILAR,0,45,IXTLAHUACAN DEL RIO,JUANA LUISA ALVARADO RAMIREZ,45260,0,elviaireynos@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.836948,-103.2955289
14DJN5201O,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,JAVIER MINA 320,0,0,126,LA PAREJA,0,13,ATOTONILCO EL ALTO,BETSABE NATHALY RODRIGUEZ ESPINOZA,47750,0,hermoxa-star@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4892497,-102.6249723
14DJN5202N,MATUTINO,GABRIELA MISTRAL,CONOCIDO,0,0,74,SAN RAFAEL (LA RESOLANA),0,33,DEGOLLADO,VERONICA GOMEZ ROJAS,47980,0,gabrielamistral_912@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4544444,-102.2902778
14DJN5203M,MATUTINO,TONATIUH,CONOCIDO,0,0,5,AGUA COLORADA,0,45,IXTLAHUACAN DEL RIO,LETICIA RENTERIA CAMACHO,45260,0,letich_01@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.947111,-103.2062499
14DJN5204L,MATUTINO,TOMAS ESCOBEDO BARBA,CONOCIDO,0,0,93,LOS PUENTES,0,45,IXTLAHUACAN DEL RIO,ELVIA FERNANDA PEREZ I†IGUEZ,45260,0,cecy_iniguezr@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9334165,-103.2184444
14DJN5206J,MATUTINO,GERTRUDIS BOCANEGRA,CONOCIDO,0,0,80,LOS CERRITOS,0,93,TEPATITLAN DE MORELOS,LORENZA TAPIA DIAZ,47600,0,gertrudis_bocanegra@yahoo.com,903,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9265554,-102.7682222
14DJN5207I,MATUTINO,JUANA DE ASBAJE,CONOCIDO,0,0,182,MAZATITLAN,0,93,TEPATITLAN DE MORELOS,MARIA GUADALUPE ESQUIVIAS SANCHEZ,47600,0,juanadeasbaje14@yahoo.com.mx,903,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9409723,-102.7569722
14DJN5208H,MATUTINO,JUANA DE ARCO,CONOCIDO,0,0,399,LOS CHARCOS,0,93,TEPATITLAN DE MORELOS,DIANA ELIZABETH GOMEZ GUTIERREZ,47600,0,juanade_arco18@yahoo.com.mx,903,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8836389,-102.7963055
